breed_name,temperment,image,description,akc_rank,height,height_group,weight,weight_group,life_expectancy,group,brushing_scale,shedding_scale,energy_scale,trainability_scale,temperment_scale,color_options
Caucasian Shepherd Dog,"Fearless, Bold, Kind",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/14131930/GettyImages-1095398138.jpg,"The Caucasian Shepherd dog is a serious guardian breed and should never be taken lightly. The Caucasian is bold, fearless, self-confident and fierce when a threat is present, but he is soft, devoted, kind and endearing to his family, including other family pets.",,23-30 inches,xlarge,99-170 pounds,super heavyweight,10-12 years,Foundation Stock Service,60%,80%,40%,40%,20%,"['Agouti & White', 'Black', 'Black and Gray', 'Cream', 'Fawn', 'Gray', 'Grizzle', 'Red', 'Rust', 'Sable', 'White']"
Czechoslovakian Vlcak,"Loyal, Intelligent, Active",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12234147/Czechoslovakian-Vlcak-On-White-01.jpg,"An alert, primitive canine that resembles a wolf in appearance. They are highly intelligent, powerful, active, loyal and devoted to it’s owner. They have superior eyesight, hearing and sense of smell and are known for having excellent stamina and endurance.",,23.5-25.5 inches,xlarge,44-57 pounds,heavyweight,10-15 years,Foundation Stock Service,40%,100%,100%,20%,20%,"['Silver Gray', 'Yellow Gray', 'Gray']"
Giant Schnauzer,"Loyal, Alert, Trainable",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/22112234/Giant-Schanuzer-standing-in-a-field.jpg,"The Giant Schnauzer is a larger and more powerful version of the Standard Schnauzer, and he should, as the breed standard says, be a “bold and valiant figure of a dog.” Great intelligence and loyalty make him a stellar worker and companion.",Ranks 78 of 197,23.5-25.5 inches,xlarge,55-75 pounds,heavyweight,12-15 years,Working Group,80%,,100%,100%,80%,"['Black', 'Pepper & Salt', 'Black & Tan', 'Fawn']"
Cane Corso,"Affectionate, Intelligent, Majestic",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/18123713/Cane-Corso-AKC-121516-296.jpg,"Smart, trainable, and of noble bearing, the assertive and confident Cane Corso is a peerless protector. The Corso’s lineage goes back to ancient Roman times, and the breed’s name roughly translates from the Latin as “bodyguard dog.”",Ranks 32 of 197,23.5-26 inches,xlarge,,super heavyweight,9-12 years,Working Group,20%,40%,80%,60%,60%,"['Black', 'Black Brindle', 'Chestnut Brindle', 'Fawn', 'Gray', 'Gray Brindle', 'Red']"
Bouvier des Flandres,"Affectionate, Courageous, Strong-Willed",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/25162012/Bouvier-des-Flandres-standing-atop-a-hill.jpg,"They don’t build ’em like this anymore. Burly and barrel-chested, the tousle-coated dog of Flandres is from a time and place where a dog had to work like … well, a dog. These smart and steady all-purpose workers make excellent watchdogs.",Ranks 84 of 197,23.5-26.5 inches,xlarge,70-110 pounds,super heavyweight,10-12 years,Herding Group,80%,60%,80%,60%,60%,"['Black', 'Brindle', 'Fawn', 'Gray Brindle', 'Pepper & Salt', 'Black & Brindle', 'Black & Brown', 'Black & Fawn', 'Black & Gray', 'Black & White', 'Blue', 'Blue & Gray', 'Brown', 'Silver & Gray', 'White']"
Greater Swiss Mountain Dog,"Faithful, Family-Oriented, Dependable",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/25154225/Greater-Swiss-Mountain-Dog-laying-down-in-the-grass.jpg,"The Greater Swiss Mountain Dog is a large, immensely strong worker famous for a dense coat of striking black, red, and white markings. Dependable and faithful Swissies earned their feed as herders, drafters, and all-around pasture dogs.",Ranks 74 of 197,23.5-27 inches,xlarge,85-110 pounds,super heavyweight,8-11 years,Working Group,40%,60%,80%,60%,60%,"['Black, White & Red', 'Blue White & Tan', 'Red & White']"
Azawakh,"Loyal, Independent, Deeply Affectionate",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/03161327/Azawakh_178091272.jpg,"Tall and elegant, the Azawakh is a West African sighthound who originates from the countries of Burkina Faso, Mali, and Niger. The Azawakh has a short, fine coat which may come in any color or color combinations: red, clear sand to fawn, brindled, parti-color (which may be predominantly white), blue, black and brown. The head may have a black mask and there may be white markings on the legs, bib and at the tip of tail. There are no color or marking disqualifications in the breed. Befitting its heritage, the Azawakh excels as a companion, guardian and a lure courser in the United States.",,23.5-27.5 inches,xlarge,33-44 pounds,middleweight,12-15 years,Hound Group,40%,40%,60%,40%,80%,"['Black', 'Blue', 'Brindle', 'Brown', 'Cream', 'Fawn', 'Gray', 'Red', 'Sandy', 'White']"
English Foxhound,"Affectionate, Gentle, Sociable",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/19120219/English-Foxhound-standing-in-a-field.jpg,"The English Foxhound is a substantial galloping hound of great stamina. His long legs are straight as a gatepost, and just as sturdy. The back is perfectly level. And the chest is very deep, “girthing” as much as 31 inches on a hound measuring 24 inches at the shoulder, ensuring plenty of lung power for a grueling day’s hunt.",Ranks 188 of 197,24 inches,xlarge,60-75 pounds,super heavyweight,10-13 years,Hound Group,20%,80%,80%,60%,80%,"['Black White & Tan', 'Lemon & White', 'White']"
Tibetan Mastiff,"Independent, Reserved, Intelligent",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/28163233/Tibetan-Mastiff-laying-down-outdoors.jpg,"Watchful, aloof, imposing, and intimidating: The ancient Tibetan Mastiff is the guardian dog supreme. These densely-coated giants are mellow and calm around the house, sweetly devoted to family, and aloof and territorial with strangers.",Ranks 131 of 197,24 inches,xlarge,70-120 pounds,super heavyweight,10-12 years,Working Group,60%,60%,60%,40%,60%,"['Black', 'Black & Tan', 'Blue Gray', 'Blue Gray & Tan', 'Brown', 'Brown & Tan', 'Red Gold', 'Red Gold Sable', 'Cream', 'Cream Sable']"
Otterhound,"Even-Tempered, Amiable, Boisterous",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12230108/Otterhound-On-White-03.jpg,"Big, boisterous, and affectionate, the Otterhound was bred in medieval England for the now-outlawed activity of otter hunting. This scarce breed is known for his dense shaggy coat, webbed feet, acute sense of smell, and affinity for swimming.",Ranks 182 of 197,24 inches,xlarge,80 pounds,super heavyweight,10-13 years,Hound Group,40%,60%,60%,20%,60%,"['Black', 'Black & Tan', 'Blue & Cream', 'Gray', 'Liver & Tan', 'Tan', 'Wheaten', 'Blue', 'Lemon', 'White', 'White Black & Tan']"
Dogo Argentino,"Loyal, Courageous, Athletic",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/11141747/Dogo-Argentino.jpg,"The Dogo Argentino is a pack-hunting dog, bred for the pursuit of big-game such as wild boar and puma, and possesses the strength, intelligence and quick responsiveness of a serious athlete. His short, plain and smooth coat is completely white, but a dark patch near the eye is permitted as long as it doesn't cover more than 10% of the head.",,24-25.5 inches,xlarge,88-95 pounds,super heavyweight,9-15 years,Working Group,20%,20%,100%,100%,,['White']
Doberman Pinscher,"Loyal, Fearless, Alert",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224830/Doberman-Pinscher-standing-outdoors.jpg,"Sleek and powerful, possessing both a magnificent physique and keen intelligence, the Doberman Pinscher is one of dogkind's noblemen. This incomparably fearless and vigilant breed stands proudly among the world's finest protection dogs.",Ranks 17 of 197,24-26 inches,xlarge,60-90 pounds,super heavyweight,10-12 years,Working Group,20%,80%,100%,100%,60%,"['Black & Rust', 'Blue & Rust', 'Fawn (Isabella) & Rust', 'Red & Rust', 'White']"
Rhodesian Ridgeback,"Affectionate, Dignified, Even-Tempered",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/30133241/Rhodesian-Ridgeback-standing-in-profile-outdoors.jpg,"The Rhodesian Ridgeback is an all-purpose “Renaissance hound” whose hallmark is the ridge, or stripe of backward-growing hair, on his back. Though the breed was made famous in its native Africa for its skill at tracking and baying – but never, ever killing – lions, today Ridgebacks are cherished family dogs whose owners must be prepared to deal with their independence and strong prey drive.",Ranks 41 of 197,24-26 inches,xlarge,70 pounds,super heavyweight,10 years,Hound Group,40%,60%,60%,40%,60%,"['Light Wheaten', 'Light Wheaten Black Nose', 'Light Wheaten Brown Nose', 'Red Wheaten Black Nose', 'Red Wheaten Brown Nose', 'Red Wheaten', 'Wheaten', 'Wheaten Black Nose', 'Wheaten Brown Nose']"
Akita,"Courageous, Dignified, Profoundly Loyal",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/13001904/Akita-On-White-01.jpg,"Akitas are muscular, double-coated dogs of ancient Japanese lineage famous for their dignity, courage, and loyalty. In their native land, they are venerated as family protectors and symbols of good health, happiness, and long life.",Ranks 47 of 197,24-26 inches,xlarge,70-100 pounds,super heavyweight,10-13 years,Working Group,80%,60%,80%,100%,60%,"['Black', 'Brown Brindle', 'Brown, Black Overlay', 'Fawn', 'Fawn, Black Overlay', 'Red', 'Red, Black Overlay', 'Silver, Black Overlay', 'White', 'Black Brindle', 'Black, Brown Undercoat', 'Black, Fawn Undercoat', 'Black, Red Undercoat', 'Black, Silver Undercoat', 'Brown', 'Fawn Brindle', 'Red Brindle', 'Silver', 'Silver Brindle', 'White, Red Shading']"
Bullmastiff,"Affectionate, Loyal, Brave",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/22123345/Bullmastiff-standing-in-a-field.jpg,"Fearless at work, docile at home, the Bullmastiff is a large, muscular guarder who pursued and held poachers in Merry Old England—merry, we suppose, for everyone but poachers. Bullmastiffs are the result of Bulldog and Mastiff crosses.",Ranks 51 of 197,24-26 inches,xlarge,100-120 pounds,super heavyweight,7-9 years,Working Group,20%,60%,80%,60%,60%,"['Fawn', 'Fawn Brindle', 'Red', 'Red Brindle', 'Red Fawn', 'Red Fawn Brindle']"
Beauceron,"Gentle, Faithful, Obedient",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/13000826/Beauceron-On-White-03.jpg,"The Beauceron is imposing and powerful, but also remarkably smart, spirited, and a versatile herder—imagine a Border Collie’s brain in a 100-pound body. They are especially beloved by women as a dashing but sensitive companion and protector.",Ranks 124 of 197,24-26.5 inches,xlarge,70-110 pounds,super heavyweight,10-12 years,Herding Group,60%,100%,100%,80%,40%,"['Black & Rust', 'Black & Tan', 'Gray Black & Tan', 'Harlequin']"
Sloughi,"Reserved, Graceful, Noble",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/27130217/Sloughi-in-the-desert.jpg,"The ancient Sloughi, nicknamed the “Arabian Greyhound,” is a lean, swift coursing hound who hunted a variety of game in North African deserts. A classic sighthound, the Sloughi is regally aloof with strangers and gentle with loved ones.",Ranks 192 of 197,24-27 inches,xlarge,45-70 pounds,heavyweight,12 -14 years,Hound Group,40%,20%,60%,40%,40%,"['Cream', 'Mahogany', 'Red', 'Sandy']"
Neapolitan Mastiff,"Loyal, Dignified, Watchful",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2009/01/26133242/Neapolitan-Mastiff-on-lead-standing-in-the-grass-outdoors.20190813025752970.jpg,"The Neapolitan Mastiff is a huge, powerful guarder whose astounding appearance has intimidated intruders since the days of ancient Rome. Wary with strangers, the profusely wrinkled Mastino is sweet, placid, and steady among loved ones.",Ranks 102 of 197,24-29 inches,xlarge,110 pounds,super heavyweight,7-9 years,Working Group,40%,60%,60%,20%,20%,"['Black', 'Blue', 'Mahogany', 'Tawny']"
Estrela Mountain Dog,"Alert, Intelligent, Brave",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/13173254/Beau.jpg,"The Estrela Mountain Dog is not only an excellent livestock guardian, but is also known for his love of children and family. Proper socialization and training as a puppy is very important so that the dominance in the Estrela's personality does not become aggressive.",,24.5-29 inches,xlarge,77-132 pounds,super heavyweight,10-14 years,Foundation Stock Service,40%,60%,40%,40%,,"['Brindle', 'Fawn', 'Wolfgray', 'Yellow']"
Irish Setter,"Active, Outgoing, Sweet-Natured",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/22124811/Irish-Setter-on-point-in-a-field.jpg,"The Irish Setter is a high-spirited gundog known for grace, swiftness, and a flashy red coat. They are famously good family dogs: sweet-tempered companions for the folks, and rollicking playmates and tennis-ball fetchers for the children.",Ranks 77 of 197,25 inches,xlarge,60 pounds,super heavyweight,12-15 years,Sporting Group,60%,60%,100%,60%,100%,"['Chestnut', 'Mahogany', 'Red']"
Afghan Hound,"Dignified, Profoundly Loyal, Aristocratic",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/26151212/Afghan-Hound-standing-in-a-garden.jpg,"The Afghan Hound is an aloof and dignified aristocrat of sublime beauty. Despite his regal appearance, he is known for his profound loyalty, sensitive nature, and absolute love for those he calls his own.",Ranks 113 of 197,25-27 inches,xlarge,50-60 pounds,heavyweight,12-15 years,Hound Group,80%,20%,80%,20%,20%,"['Black', 'Black & Silver', 'Black & Tan', 'Blue', 'Blue & Cream', 'Cream', 'Red', 'Silver', 'White']"
Rafeiro do Alentejo,"Confident, Calm, Powerful",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12194145/Rafeiro-do-Alentejo-MP-1.jpg,"The Rafeiro do Alentejo is an excellent farm and estate watch dog. He is also a very useful livestock protector, being more vigilant at night and very serious when guarding territory or any other property entrusted to him. He has a calm and confident expression.",,25-29 inches,xlarge,77-132 pounds,super heavyweight,12-14 years,Foundation Stock Service,40%,60%,40%,40%,,"['Black', 'Brindle', 'Fawn', 'Wolfgray', 'Yellow']"
Great Pyrenees,"Smart, Patient, Calm",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12212201/Great-Pyrenees-on-White-04.jpg,"The Great Pyrenees is a large, thickly coated, and immensely powerful working dog bred to deter sheep-stealing wolves and other predators on snowy mountaintops. Pyrs today are mellow companions and vigilant guardians of home and family.",Ranks 66 of 197,25-29 inches,xlarge,85 pounds,super heavyweight,10-12 years,Working Group,40%,60%,100%,40%,40%,['White']
Pyrenean Mastiff,"Gentle, Brave, Noble",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12225240/Pyrenean-Mastiff-On-White-01.jpg,"A centuries-old, rare breed from the Pyrenees Mountains in Spain, this livestock guardian protected flocks from wolves, bears and thieves. Today, while it is still an effective guardian, many families have found the joy of owning the gentle and loving, yet independent, Pyrenean Mastiff.",,25-30 inches,xlarge,120-240 pounds,super heavyweight,10-13 years,Foundation Stock Service,60%,60%,40%,40%,,"['White & Beige', 'White & Biscuit', 'White & Black', 'White & Brown', 'White & Golden', 'White & Gray', 'White & Silver']"
Komondor,"Loyal, Dignified, Brave",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/03233449/Komondor-standing-in-the-park.jpg,"A powerfully large Hungarian flock guardian covered in profuse white cords from head to tail, the Komondor is among the world’s most recognizable breeds. The independent and protective Kom requires a firm, experienced hand at training.",Ranks 173 of 197,25.5 inches,xlarge,80 pounds,super heavyweight,10-12 years,Working Group,100%,60%,60%,40%,40%,['White']
Central Asian Shepherd Dog,"Independent, Courageous, Self-Confident",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12185837/Central-Asian-Shepherd-Dog-on-White-02.jpg,"The Central Asian Shepherd Dog is self-assured, balanced, quiet, proud and independent. They are very courageous and have a high working capacity, endurance and a natural instinct of territory. This breed is known for its fearlessness towards large predators.",,25.5-27.5 inches,xlarge,88-110 pounds,super heavyweight,,Foundation Stock Service,20%,60%,40%,40%,20%,"['Black', 'Brindle', 'Fawn', 'Gray']"
Leonberger,"Friendly, Gentle, Playful",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/01000610/Leonberger-standing-in-a-field.jpg,The Leonberger is a lush-coated giant of German origin. They have a gentle nature and serene patience and they relish the companionship of the whole family.,Ranks 93 of 197,25.5-29.5 inches,xlarge,90-140 pounds,super heavyweight,9 years,Working Group,80%,80%,60%,100%,80%,"['Red', 'Reddish Brown', 'Sandy', 'Yellow']"
Borzoi,"Affectionate, Loyal, Regally Dignified",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/15110821/Borzoi-running-outdoors.jpg,"Among the most impressively beautiful of all dogs, the aristocratic Borzoi is cherished for his calm, agreeable temperament. In full stride, he is a princely package of strength, grace, and glamour flying by at 35 to 40 miles per hour.",Ranks 103 of 197,26 inches,xlarge,60-85 pounds,super heavyweight,9-14 years,Hound Group,40%,60%,80%,40%,60%,"['Black', 'Black & Brindle', 'Black & Cream', 'Black & Tan', 'Brindle', 'Brindled Sable', 'Cream', 'Gold', 'Gold Brindle', 'Gold Sable', 'Red', 'Red Brindle', 'Sable', 'Sabled Gold', 'Sabled Red', 'Silver Brindle', 'Silver Sable', 'White', 'Apricot', 'Blue', 'Blue & Cream', 'Blue Brindle', 'Brown', 'Cream Sable', 'Fawn', 'Mahogany Brindle', 'Mahogany Red', 'Red Sable', 'Sabled Cream', 'Silver']"
Newfoundland,"Sweet, Patient, Devoted",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/20135244/Newfoundland-standing-outdoors.jpg,"The massive Newfoundland is a strikingly large, powerful working dog of heavy bone and dignified bearing. The sweet-tempered Newfie is a famously good companion and has earned a reputation as a patient and watchful “nanny dog” for kids.",Ranks 40 of 197,26 inches,xlarge,100-120 pounds,super heavyweight,9-10 years,Working Group,40%,60%,60%,80%,80%,"['Black', 'Brown', 'Gray', 'White & Black', 'Beige', 'Black & Tan', 'White & Brown', 'White & Gray']"
Kuvasz,"Loyal, Fearless, Courageous",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/05132204/Kuvasz-standing-outdoors.jpg,"The Kuvasz is Hungary's majestic guardian breed and hunting companion of kings. A working dog of larger size, the imposing, white, thickly-coated Kuvasz is beautiful, intelligent, independent and profoundly loyal.",Ranks 163 of 197,26-28 inches,xlarge,70-90 pounds,super heavyweight,10-12 years,Working Group,40%,80%,60%,40%,40%,['White']
Saint Bernard,"Playful, Charming, Inquisitive",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224843/Saint-Bernard-On-White-01.jpg,"The Saint Bernard does not rank very high in AKC registrations, but the genial giant of the Swiss Alps is nonetheless among the world’s most famous and beloved breeds. Saints are famously watchful, patient, and careful with children.",Ranks 48 of 197,26-28 inches,xlarge,120-140 pounds,super heavyweight,8-10 years,Working Group,40%,60%,60%,60%,80%,"['Brindle Grizzle', 'Brown & White', 'Mahogany & White', 'Orange & White', 'Red & White', 'Rust & White', 'White & Brown', 'White & Orange', 'White & Red']"
Black Russian Terrier,"Intelligent, Calm, Powerful",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/11232144/Black-Russian-Terrier-standing-outdoors.jpg,"The Black Russian Terrier is a large, immensely powerful worker of heavy bone and coarse all-black coat. They are known for their courage, confidence, and intelligence. Bred to guard and protect, they are naturally aloof with strangers.",Ranks 118 of 197,26-29 inches,xlarge,80-130 pounds,super heavyweight,10-12 years,Working Group,80%,60%,80%,80%,40%,"['Black', 'Salt & Pepper', 'Black & Tan', 'Blue', 'Sable']"
Anatolian Shepherd Dog,"Loyal, Independent, Reserved",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/13001436/Anatolian-Shepherd-Dog-On-White-01.jpg,"An Anatolian Shepherd Dog is a rugged, imposing flock guardian of ancient lineage. Protective and territorial, but also intelligent, patient, and profoundly loyal, these muscular avengers are prized as working guard dogs without equal.",Ranks 90 of 197,27 inches,xlarge,80-120 pounds,super heavyweight,11-13 years,Working Group,40%,60%,60%,40%,40%,"['Biscuit & White', 'Blue Fawn', 'Brindle', 'Fawn', 'Gray Fawn', 'Liver', 'Red Fawn', 'White']"
Greyhound,"Gentle, Independent, Noble",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/03144628/Greyhound-running.jpg,"The champion sprinter of dogdom, the Greyhound is a gentle, noble, and sweet-tempered companion with an independent spirit. For thousands of years these graceful hounds have been an object of fascination for artists, poets, and kings.",Ranks 145 of 197,27-28 inches,xlarge,60-65 pounds,super heavyweight,10-13 years,Hound Group,20%,40%,80%,40%,80%,"['Black', 'Black Brindle', 'Blue', 'Blue Brindle', 'Blue Fawn', 'Red', 'Red Brindle', 'White', 'White & Black', 'White & Black Brindle', 'White & Blue', 'White & Blue Brindle', 'White & Blue Fawn', 'White & Red', 'White & Red Brindle', 'Black & White', 'Black Brindle & White', 'Blue & White', 'Blue Brindle & White', 'Blue Fawn & White', 'Fawn', 'Fawn & White', 'Liver', 'Liver & White', 'Liver Brindle', 'Red & White', 'Red Brindle & White', 'White & Fawn', 'White & Liver', 'White & Liver Brindle']"
Mastiff,"Courageous, Dignified, Good-Natured",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12230849/Mastiff-On-White-03.jpg,"The colossal Mastiff belongs to a canine clan as ancient as civilization itself. A massive, heavy-boned dog of courage and prodigious strength, the Mastiff is docile and dignified but also a formidable protector of those they hold dear.",Ranks 29 of 197,27.5 inches,xlarge,120-170 pounds,super heavyweight,6-10 years,Working Group,20%,40%,60%,60%,60%,"['Apricot', 'Brindle', 'Fawn']"
Broholmer,"Friendly, Watchful, Loving",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12235434/Broholmer-On-White-01.jpg,"Calm, good-natured, yet watchful and confident, the Broholmer hails from Denmark and makes a great family companion.",,27.5-29.5 inches,xlarge,90-150 pounds,super heavyweight,8-10 years,Foundation Stock Service,20%,60%,40%,40%,,"['Black', 'Red Golden', 'Yellow']"
Scottish Deerhound,"Gentle, Dignified, Polite",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/27183249/Scottish-Deerhound-standing-in-the-woods.jpg,"The crisply coated Scottish Deerhound, “Royal Dog of Scotland,” is a majestically large coursing hound struck from the ancient Greyhound template. Among the tallest of dog breeds, the Deerhound was bred to stalk the giant wild red deer.",Ranks 158 of 197,28 inches,xlarge,75-95 pounds,super heavyweight,8-11 years,Hound Group,20%,60%,60%,40%,60%,"['Blue Gray', 'Brindle', 'Gray', 'Gray Brindle', 'Black', 'Black Brindle', 'Blue']"
Great Dane,"Friendly, Patient, Dependable",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12232605/Great-Dane-On-White-01.jpg,"The easygoing Great Dane, the mighty “Apollo of Dogs,” is a total joy to live with—but owning a dog of such imposing size, weight, and strength is a commitment not to be entered into lightly. This breed is indeed great, but not a Dane.",Ranks 16 of 197,28-30 inches,xlarge,110-140 pounds,super heavyweight,7-10 years,Working Group,20%,60%,80%,60%,60%,"['Black', 'Black & White', 'Blue', 'Brindle', 'Fawn', 'Harlequin', 'Mantle', 'Merle', 'White', 'Blue & White', 'Blue Brindle', 'Chocolate', 'Chocolate & White', 'Chocolate Brindle', 'Mantle Merle', 'Merlequin', 'Silver']"
Spanish Mastiff,"Affectionate, Intelligent, Kind",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/29125304/Spanish-Mastiff.jpg,"The Spanish Mastiff is a very intelligent dog, not without beauty, whose expression manifests both these qualities. Rustic, affectionate, kind and noble, he is very determined when facing dangerous animals and in front of strangers, especially when he has the opportunity to defend and protect farms or cattle. In his behaviour, one can see it is a dog sure of himself, determining his strength because he is aware of his enormous power.",,28-35 inches,xlarge,140-200 pounds,super heavyweight,10-12 years,Foundation Stock Service,,60%,40%,40%,,"['Black', 'Fawn', 'Red', 'Wolfgray', 'Yellow']"
Irish Wolfhound,"Courageous, Dignified, Calm",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/03161220/Irish-Wolfhound-standing-in-a-field.jpg,"The calm, dignified, and kindly Irish Wolfhound is the tallest of all AKC breeds. Once fearless big-game hunters capable of dispatching a wolf in single combat, Wolfhounds today are the most serene and agreeable of companions.",Ranks 76 of 197,30 inches,xlarge,105 pounds,super heavyweight,6-8 years,Hound Group,40%,60%,60%,40%,60%,"['Black', 'Blue', 'Brindle', 'Cream', 'Gray', 'Gray & Brindle', 'Red', 'Red & Brindle', 'Red Wheaten', 'Silver', 'Wheaten', 'Wheaten & Brindle', 'White']"
Dachshund (miniature),"Friendly, Curious, Spunky",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/07143620/Longhaired-Dachshund-standing-outdoors.jpg,"The famously long, low silhouette, ever-alert expression, and bold, vivacious personality of the Dachshund have made him a superstar of the canine kingdom. Dachshunds come in two sizes and in three coat types of various colors and patterns.",Ranks 12 of 197,5-6 inches,xsmall,11 pounds,featherweight,12-16 years,Hound Group,40%,40%,60%,60%,60%,"['Black & Cream', 'Black & Tan', 'Blue & Cream', 'Blue & Tan', 'Chocolate & Cream', 'Chocolate & Tan', 'Cream', 'Fawn (Isabella) & Cream', 'Fawn (Isabella) & Tan', 'Red', 'Wheaten', 'Wild Boar', 'Black', 'Chocolate', 'Fawn']"
Chihuahua,"Charming, Graceful, Sassy",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/27134650/Chihuahua-standing-in-three-quarter-view.jpg,"The Chihuahua is a tiny dog with a huge personality. A national symbol of Mexico, these alert and amusing ""purse dogs"" stand among the oldest breeds of the Americas, with a lineage going back to the ancient kingdoms of pre-Columbian times.",Ranks 33 of 197,5-8 inches,xsmall,6 pounds,featherweight,14-16 years,Toy Group,20%,40%,60%,40%,60%,"['Black', 'Black & Tan', 'Blue & Tan', 'Chocolate', 'Chocolate & Tan', 'Cream', 'Fawn', 'Fawn & White', 'Red', 'Black & Red', 'Black & Silver', 'Black & White', 'Black Sabled Fawn', 'Black Sabled Silver', 'Blue', 'Blue & White', 'Blue Brindled Fawn', 'Blue Fawn', 'Chocolate & White', 'CHOCOLATE BLUE', 'Chocolate Brindled Fawn', 'Chocolate Sabled Fawn', 'Cream & White', 'Fawn Brindled Black', 'Gold', 'Gold & White', 'Red & White', 'Silver', 'Silver & White', 'White']"
Pomeranian,"Inquisitive, Bold, Lively",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12225627/Pomeranian-On-White-01.jpg,"The tiny Pomeranian, long a favorite of royals and commoners alike, has been called the ideal companion. The glorious coat, smiling, foxy face, and vivacious personality have helped make the Pom one of the world's most popular toy breeds.",Ranks 23 of 197,6-7 inches,xsmall,3-7 pounds,featherweight,12-16 years,Toy Group,60%,60%,60%,60%,60%,"['Beaver', 'Black', 'Black & Tan', 'Blue', 'Blue & Tan', 'Blue Merle', 'Blue Sable', 'Chocolate', 'Chocolate & Tan', 'Cream', 'Cream Sable', 'Orange', 'Orange Sable', 'Red', 'Red Sable', 'Tri-Colored', 'White', 'Wolf Sable', 'Beaver Sable', 'Black & Brindle', 'Blue Brindle', 'Chocolate Merle', 'Chocolate Sable']"
